Date,Region,District,Town,Grid,Power_Consumption_MWh,Power_Generation_MWh,Power_Outage
2019-04-17,Volta Region,District Two,Town Five,Grid Three,1626,1522,B
2019-04-18,Ashanti Region,District Five,Town Four,Grid Two,1858,1300,B
2019-04-19,Western North Region,District Five,Town One,Grid Five,1984,1087,A
2019-04-20,Ashanti Region,District Two,Town Two,Grid Three,1716,1528,A
2019-04-21,North East Region,District Two,Town Three,Grid Five,830,1597,A
2019-04-22,North East Region,District Five,Town Five,Grid Two,1584,708,A
2019-04-23,Eastern Region,District Three,Town Three,Grid Two,1462,1794,A
2019-04-24,Ahafo Region,District Four,Town Four,Grid Five,1196,1245,A
2019-04-25,Greater Accra Region,District Two,Town Four,Grid Five,786,453,A
2019-04-26,Northern Region,District Two,Town Four,Grid Three,1373,614,A
2019-04-27,Ashanti Region,District Five,Town Two,Grid One,517,861,A
2019-04-28,Volta Region,District Two,Town Three,Grid One,970,1092,A
2019-04-29,Western Region,District one,Town Four,Grid Two,1926,1122,A
2019-04-30,Northern Region,District Three,Town Three,Grid Four,535,1528,A
2019-05-01,Volta Region,District Two,Town Two,Grid Five,920,1438,A
2019-05-02,Eastern Region,District Four,Town Three,Grid Three,1223,1111,A
2019-05-03,Bono East Region,District Two,Town Two,Grid Four,1889,1228,A
2019-05-04,Eastern Region,District one,Town One,Grid Two,1283,1128,A
2019-05-05,Volta Region,District Five,Town Two,Grid Five,1357,1329,B
2019-05-06,Bono East Region,District Four,Town Five,Grid One,1072,1515,A
2019-05-07,Northern Region,District Four,Town Three,Grid Three,564,1307,A
2019-05-08,Central Region,District Two,Town Four,Grid Two,1137,903,A
2019-05-09,Brong-Ahafo Region,District Two,Town Five,Grid Three,1965,1725,B
2019-05-10,Upper West Region,District Three,Town Five,Grid One,655,1356,A
2019-05-11,Brong-Ahafo Region,District Three,Town Three,Grid Two,1214,1405,A
2019-05-12,Upper East Region,District Five,Town Four,Grid Two,1296,451,A
2019-05-13,Greater Accra Region,District Two,Town Two,Grid Four,1594,1043,A
2019-05-14,Western Region,District Three,Town Three,Grid One,1622,516,A
2019-05-15,Ahafo Region,District one,Town One,Grid Two,1982,1764,A
2019-05-16,Bono East Region,District Two,Town One,Grid One,1994,1651,A
2019-05-17,Upper West Region,District Five,Town Four,Grid Two,533,1142,A
2019-05-18,Greater Accra Region,District Five,Town Two,Grid Three,1550,1784,A
2019-05-19,Bono East Region,District one,Town Five,Grid One,918,1557,B
2019-05-20,Western Region,District one,Town Five,Grid One,1667,691,A
2019-05-21,Eastern Region,District Three,Town Two,Grid Three,580,1463,A
2019-05-22,Western Region,District Two,Town Five,Grid Two,676,1124,A
2019-05-23,Western North Region,District Three,Town Four,Grid Four,683,1544,A
2019-05-24,Upper East Region,District Four,Town One,Grid One,1563,925,A
2019-05-25,Upper East Region,District Four,Town Three,Grid One,1492,758,A
2019-05-26,Oti Region,District Two,Town Three,Grid Five,1805,727,A
2019-05-27,Bono East Region,District Two,Town Three,Grid Four,1392,1254,A
2019-05-28,Volta Region,District Three,Town Four,Grid Two,1943,1040,A
2019-05-29,Upper West Region,District Two,Town Two,Grid Three,1100,531,A
2019-05-30,Greater Accra Region,District Two,Town One,Grid One,1043,1765,A
2019-05-31,North East Region,District Four,Town Five,Grid Three,1117,1336,B
2019-06-01,North East Region,District Five,Town Five,Grid Four,1602,760,B
2019-06-02,Western North Region,District Four,Town Five,Grid Four,1411,590,B
2019-06-03,Brong-Ahafo Region,District Two,Town Four,Grid Three,749,640,A
2019-06-04,Oti Region,District Five,Town One,Grid One,1338,860,B
2019-06-05,Savannah Region,District Three,Town Five,Grid Two,1226,534,A
2019-06-06,Western North Region,District Three,Town Four,Grid Three,932,796,A
2019-06-07,Greater Accra Region,District Three,Town Five,Grid Five,1347,751,B
2019-06-08,North East Region,District Five,Town Four,Grid Five,635,1557,B
2019-06-09,Upper East Region,District Four,Town One,Grid Two,1761,1353,A
2019-06-10,Northern Region,District Four,Town One,Grid Two,1053,1121,A
2019-06-11,Northern Region,District Four,Town Two,Grid Five,994,485,A
2019-06-12,Greater Accra Region,District Five,Town Five,Grid Two,1780,667,A
2019-06-13,Western North Region,District Four,Town Five,Grid Three,1936,1706,A
2019-06-14,Upper West Region,District Five,Town Three,Grid Four,607,1539,A
2019-06-15,Oti Region,District one,Town One,Grid One,674,1256,A
2019-06-16,Northern Region,District Five,Town One,Grid One,1526,1481,A
2019-06-17,North East Region,District one,Town Two,Grid Three,1349,1576,A
2019-06-18,Oti Region,District Three,Town Two,Grid Four,1191,982,A
2019-06-19,Ahafo Region,District Five,Town Four,Grid One,1993,1382,A
2019-06-20,Ashanti Region,District Three,Town Two,Grid Two,580,1304,B
2019-06-21,Eastern Region,District one,Town One,Grid Four,1273,704,A
2019-06-22,Ahafo Region,District Two,Town Five,Grid Four,544,1356,A
2019-06-23,Bono East Region,District Four,Town One,Grid Four,1272,1665,A
2019-06-24,Upper West Region,District Five,Town Five,Grid One,1892,1415,A
2019-06-25,Greater Accra Region,District Three,Town Three,Grid Two,742,1647,B
2019-06-26,Upper East Region,District Three,Town Two,Grid Three,1712,551,A
2019-06-27,Central Region,District Two,Town Five,Grid One,867,1782,A
2019-06-28,Central Region,District Three,Town Two,Grid Four,1321,1576,A
2019-06-29,Savannah Region,District Three,Town Four,Grid Four,1954,760,A
2019-06-30,Savannah Region,District Four,Town Three,Grid Two,1956,778,A
2019-07-01,Ahafo Region,District Five,Town One,Grid Three,1313,914,A
2019-07-02,Western North Region,District Two,Town One,Grid Two,889,404,A
2019-07-03,Central Region,District Four,Town Three,Grid One,758,658,A
2019-07-04,Oti Region,District Five,Town Three,Grid Two,1950,735,A
2019-07-05,Western Region,District Four,Town Two,Grid Two,537,1247,A
2019-07-06,Ahafo Region,District Two,Town Four,Grid Four,1279,818,A
2019-07-07,Ahafo Region,District Three,Town One,Grid Four,745,634,B
2019-07-08,Central Region,District Four,Town Four,Grid Four,1427,944,B
2019-07-09,Volta Region,District Five,Town Four,Grid One,1978,1777,A
2019-07-10,Savannah Region,District Five,Town Three,Grid Five,1905,737,A
2019-07-11,Savannah Region,District one,Town Five,Grid Three,692,802,A
2019-07-12,Upper West Region,District Three,Town One,Grid Four,707,593,A
2019-07-13,Volta Region,District one,Town Five,Grid Five,1314,680,B
2019-07-14,Bono East Region,District Two,Town Three,Grid Four,1146,943,A
2019-07-15,Ahafo Region,District one,Town Two,Grid One,1147,848,A
2019-07-16,Western North Region,District Three,Town Five,Grid Five,1822,524,B
2019-07-17,Upper West Region,District Five,Town Four,Grid Four,1860,1448,A
2019-07-18,Central Region,District Four,Town Four,Grid Two,637,1007,A
2019-07-19,Bono East Region,District Two,Town One,Grid Five,1152,875,A
2019-07-20,Eastern Region,District Three,Town Two,Grid One,1788,1158,A
2019-07-21,Central Region,District one,Town Three,Grid One,1184,1126,A
2019-07-22,Oti Region,District Two,Town One,Grid Two,781,1119,B
2019-07-23,Northern Region,District Three,Town Five,Grid One,521,1675,A
2019-07-24,North East Region,District one,Town Five,Grid Five,1496,547,A
2019-07-25,Brong-Ahafo Region,District Three,Town Five,Grid One,867,471,A
2019-07-26,Upper East Region,District Four,Town Three,Grid Four,605,1065,B
2019-07-27,Oti Region,District Two,Town One,Grid Five,1099,1329,A
2019-07-28,Ahafo Region,District Five,Town Three,Grid Two,654,1359,A
2019-07-29,Greater Accra Region,District Five,Town Four,Grid Three,1731,435,A
2019-07-30,Upper East Region,District one,Town Two,Grid One,1595,441,A
2019-07-31,Upper West Region,District Two,Town Three,Grid Two,988,1370,A
2019-08-01,Central Region,District Five,Town Four,Grid One,1235,936,A
2019-08-02,North East Region,District Four,Town Four,Grid One,1506,997,A
2019-08-03,Brong-Ahafo Region,District Two,Town Two,Grid Three,760,951,A
2019-08-04,Volta Region,District Four,Town One,Grid Two,842,651,A
2019-08-05,Brong-Ahafo Region,District Three,Town Five,Grid Four,1314,894,A
2019-08-06,Ashanti Region,District Five,Town Five,Grid One,706,555,A
2019-08-07,Ashanti Region,District Four,Town One,Grid Four,1524,949,A
2019-08-08,Brong-Ahafo Region,District one,Town One,Grid Three,1491,959,A
2019-08-09,Ashanti Region,District Five,Town Three,Grid One,1536,1133,A
2019-08-10,Eastern Region,District Five,Town Two,Grid Three,1352,1689,B
2019-08-11,Central Region,District Two,Town Four,Grid Five,811,1497,B
2019-08-12,Savannah Region,District Five,Town Three,Grid One,986,945,A
2019-08-13,Upper West Region,District Three,Town One,Grid Four,736,658,A
2019-08-14,Western Region,District Five,Town One,Grid One,539,412,A
2019-08-15,Upper East Region,District Three,Town Two,Grid One,989,1461,A
2019-08-16,Eastern Region,District Four,Town One,Grid One,1710,1238,A
2019-08-17,Western Region,District Five,Town Five,Grid One,1627,870,A
2019-08-18,Upper West Region,District Two,Town Three,Grid Three,1302,1099,A
2019-08-19,Oti Region,District Five,Town One,Grid Four,1842,1665,B
2019-08-20,Central Region,District Two,Town Four,Grid Two,1727,995,B
2019-08-21,Oti Region,District Two,Town Five,Grid Five,1612,1026,B
2019-08-22,Ashanti Region,District Three,Town Three,Grid Two,1908,669,B
2019-08-23,Upper East Region,District Five,Town Five,Grid Three,618,1384,A
2019-08-24,Western Region,District one,Town One,Grid Five,922,1314,A
2019-08-25,Western North Region,District one,Town Three,Grid Four,1573,1448,A
2019-08-26,Eastern Region,District Five,Town One,Grid Three,586,969,A
2019-08-27,Northern Region,District Four,Town One,Grid One,1408,1678,A
2019-08-28,Upper West Region,District Five,Town Three,Grid Four,592,1088,A
2019-08-29,Bono East Region,District Three,Town Four,Grid Four,538,1014,A
2019-08-30,North East Region,District Five,Town Two,Grid Three,759,1704,A
2019-08-31,Bono East Region,District Four,Town Five,Grid Three,1255,488,A
2019-09-01,Central Region,District one,Town Two,Grid Four,1977,1264,A
2019-09-02,Greater Accra Region,District Three,Town Four,Grid One,761,1004,B
2019-09-03,North East Region,District one,Town Four,Grid Two,1361,988,B
2019-09-04,Northern Region,District Two,Town Five,Grid Five,1720,1637,A
2019-09-05,Oti Region,District Three,Town Four,Grid Four,1641,480,A
2019-09-06,Central Region,District Five,Town Five,Grid One,840,1036,A
2019-09-07,Ahafo Region,District Five,Town Three,Grid Four,1283,592,A
2019-09-08,Upper East Region,District Three,Town Four,Grid Three,1431,735,B
2019-09-09,Upper West Region,District Three,Town One,Grid Three,771,1691,A
2019-09-10,Western Region,District Three,Town One,Grid Three,913,841,A
2019-09-11,Oti Region,District Two,Town Three,Grid Three,644,899,A
2019-09-12,Savannah Region,District Five,Town Five,Grid One,1543,1091,A
2019-09-13,Bono East Region,District one,Town Two,Grid Four,724,1166,A
2019-09-14,Central Region,District Two,Town Five,Grid Four,799,1368,A
2019-09-15,Eastern Region,District Four,Town One,Grid Two,876,860,A
2019-09-16,Ahafo Region,District Three,Town Three,Grid Two,1025,646,A
2019-09-17,Oti Region,District Two,Town Five,Grid Three,549,1091,A
2019-09-18,Upper East Region,District Four,Town One,Grid Three,664,1391,A
2019-09-19,Western North Region,District Four,Town Two,Grid Two,842,1322,A
2019-09-20,Bono East Region,District Three,Town Two,Grid Five,1879,1443,B
2019-09-21,Western Region,District one,Town Two,Grid Five,1404,1368,A
2019-09-22,Upper East Region,District Five,Town Three,Grid Three,1627,732,A
2019-09-23,Ahafo Region,District Four,Town One,Grid Three,1436,1500,B
2019-09-24,Ahafo Region,District Three,Town One,Grid Two,1489,805,A
2019-09-25,Greater Accra Region,District Five,Town Five,Grid Two,1571,1515,A
2019-09-26,Western North Region,District one,Town Three,Grid Five,1415,1395,A
2019-09-27,Central Region,District Three,Town Four,Grid Three,766,416,A
2019-09-28,Bono East Region,District Two,Town Three,Grid Two,1681,1771,A
2019-09-29,Savannah Region,District Four,Town Two,Grid Three,1968,1330,A
2019-09-30,Western North Region,District Four,Town Five,Grid One,781,453,A
2019-10-01,Bono East Region,District Five,Town Four,Grid Four,548,1502,A
2019-10-02,Bono East Region,District one,Town Three,Grid One,607,1285,A
2019-10-03,Volta Region,District Five,Town Three,Grid Two,1783,715,A
2019-10-04,Ahafo Region,District Four,Town Three,Grid Four,1899,679,A
2019-10-05,Central Region,District Five,Town Five,Grid Five,1753,1790,B
2019-10-06,Greater Accra Region,District Three,Town Five,Grid Five,879,566,A
2019-10-07,Upper East Region,District Five,Town Three,Grid Five,1330,568,A
2019-10-08,Oti Region,District Two,Town Three,Grid Three,1182,1600,A
2019-10-09,Savannah Region,District Three,Town Five,Grid One,773,1170,A
2019-10-10,Bono East Region,District Five,Town Five,Grid Two,1041,716,B
2019-10-11,Volta Region,District one,Town Five,Grid Three,998,1707,A
2019-10-12,Western North Region,District Three,Town Three,Grid Five,1779,1488,A
2019-10-13,Ahafo Region,District Four,Town Two,Grid Four,1765,1409,A
2019-10-14,Upper East Region,District Five,Town Three,Grid Four,770,581,B
2019-10-15,Western Region,District Three,Town Two,Grid Five,678,506,A
2019-10-16,Western North Region,District Two,Town One,Grid Four,861,1048,A
2019-10-17,Ashanti Region,District Four,Town Three,Grid One,1813,832,A
2019-10-18,Volta Region,District Two,Town Five,Grid One,1069,814,A
2019-10-19,Ashanti Region,District Five,Town Four,Grid Four,881,1784,B
2019-10-20,Oti Region,District one,Town One,Grid Four,735,1110,B
2019-10-21,Western North Region,District Five,Town Four,Grid Four,942,1344,A
2019-10-22,Upper East Region,District Five,Town One,Grid Two,1487,692,A
2019-10-23,Oti Region,District Five,Town Five,Grid Five,960,406,A
2019-10-24,Oti Region,District Two,Town Three,Grid Four,1775,682,A
2019-10-25,Eastern Region,District Two,Town One,Grid Four,1501,945,A
2019-10-26,North East Region,District Five,Town Two,Grid Three,700,716,A
2019-10-27,Volta Region,District Four,Town Two,Grid Two,1086,534,A
2019-10-28,Ahafo Region,District one,Town Five,Grid Four,1512,1024,A
2019-10-29,Western Region,District Two,Town Two,Grid Five,1934,818,A
2019-10-30,Eastern Region,District Two,Town Two,Grid Two,793,620,B
2019-10-31,Volta Region,District Four,Town Five,Grid Two,1444,834,A
2019-11-01,Western North Region,District Four,Town Five,Grid Four,1307,1662,A
2019-11-02,Northern Region,District Five,Town Four,Grid Four,888,1796,B
2019-11-03,Northern Region,District Three,Town Four,Grid One,807,1737,A
2019-11-04,North East Region,District one,Town Five,Grid Two,1192,1338,A
2019-11-05,Savannah Region,District Three,Town Five,Grid Two,650,1414,A
2019-11-06,Western Region,District Four,Town Four,Grid Five,1577,990,A
2019-11-07,Ahafo Region,District Four,Town Three,Grid Two,1485,1314,A
2019-11-08,Ashanti Region,District one,Town Four,Grid Two,1339,1484,A
2019-11-09,Oti Region,District Two,Town One,Grid Two,1436,790,A
2019-11-10,Bono East Region,District Four,Town Three,Grid Three,889,754,A
2019-11-11,Savannah Region,District Five,Town Three,Grid One,1508,693,A
2019-11-12,Savannah Region,District Five,Town Two,Grid Two,627,1523,A
2019-11-13,Greater Accra Region,District one,Town Three,Grid One,732,1369,A
2019-11-14,Ashanti Region,District Two,Town One,Grid Five,1261,472,A
2019-11-15,Greater Accra Region,District Two,Town Two,Grid Five,869,1595,A
2019-11-16,Bono East Region,District Five,Town Two,Grid Two,1531,1238,A
2019-11-17,Western North Region,District Four,Town Three,Grid Five,885,964,B
2019-11-18,Oti Region,District Four,Town Two,Grid Four,1342,1496,A
2019-11-19,Greater Accra Region,District Three,Town Four,Grid Two,1629,1025,A
2019-11-20,Ashanti Region,District one,Town One,Grid Three,854,1489,A
2019-11-21,Volta Region,District one,Town Four,Grid Four,1206,1136,B
2019-11-22,Western North Region,District Five,Town Three,Grid One,936,662,A
2019-11-23,Upper East Region,District Three,Town One,Grid One,1123,1099,A
2019-11-24,Greater Accra Region,District Two,Town One,Grid Four,804,1678,B
2019-11-25,Volta Region,District Two,Town Five,Grid Four,921,1546,A
2019-11-26,Ashanti Region,District one,Town Five,Grid Five,571,816,B
2019-11-27,Brong-Ahafo Region,District Two,Town Two,Grid Four,1482,1158,A
2019-11-28,Oti Region,District Five,Town Five,Grid Two,620,1288,A
2019-11-29,Upper East Region,District Five,Town Two,Grid Four,1884,1491,B
2019-11-30,Savannah Region,District Two,Town Three,Grid Three,654,1587,A
2019-12-01,Upper East Region,District Five,Town Five,Grid Four,1871,981,A
2019-12-02,Ashanti Region,District Four,Town One,Grid Five,862,596,A
2019-12-03,Ashanti Region,District Five,Town Five,Grid One,764,1752,A
2019-12-04,North East Region,District Five,Town Four,Grid Four,586,1124,A
2019-12-05,Central Region,District Three,Town Five,Grid Four,1664,1012,A
2019-12-06,Western Region,District Five,Town One,Grid Five,1599,1212,A
2019-12-07,Greater Accra Region,District Four,Town Five,Grid Five,1671,972,A
2019-12-08,Eastern Region,District Four,Town One,Grid Four,1462,1569,A
2019-12-09,Bono East Region,District Five,Town Three,Grid Two,1836,1549,B
2019-12-10,Bono East Region,District one,Town Four,Grid One,1278,1156,A
2019-12-11,Oti Region,District one,Town Three,Grid Four,1437,1279,A
2019-12-12,Western Region,District one,Town Two,Grid Four,874,1626,A
2019-12-13,Western North Region,District Three,Town Four,Grid One,1789,1248,A
2019-12-14,Savannah Region,District Three,Town One,Grid Three,1492,810,A
2019-12-15,Bono East Region,District one,Town Four,Grid Three,1652,653,A
2019-12-16,Savannah Region,District Five,Town Two,Grid One,1822,1186,B
2019-12-17,Upper East Region,District Four,Town Four,Grid Two,566,986,A
2019-12-18,Brong-Ahafo Region,District Four,Town Four,Grid Three,1111,606,A
2019-12-19,Western Region,District Five,Town Three,Grid Five,1191,1525,A
2019-12-20,Northern Region,District one,Town Two,Grid One,1857,763,A
2019-12-21,Upper West Region,District Two,Town Three,Grid One,1169,866,A
2019-12-22,Central Region,District Two,Town Four,Grid Four,831,1358,A
2019-12-23,Bono East Region,District Two,Town Four,Grid Three,1336,1166,A
2019-12-24,Savannah Region,District one,Town Four,Grid Three,1827,449,B
2019-12-25,Ashanti Region,District Three,Town Two,Grid Two,1085,1559,A
2019-12-26,Northern Region,District one,Town Three,Grid One,650,1089,B
2019-12-27,Greater Accra Region,District one,Town Two,Grid Two,854,1511,A
2019-12-28,Northern Region,District Two,Town Five,Grid Two,1388,489,A
2019-12-29,Upper East Region,District Two,Town Four,Grid Five,1789,1781,A
2019-12-30,Upper West Region,District Four,Town One,Grid Five,656,778,A
2019-12-31,Brong-Ahafo Region,District Two,Town Four,Grid Five,1257,571,B
